$GPGGA,055705.00,3633.7282435,N,11909.7271148,E,5,48,0.7,101.383,M,1.450,M,17.000,3863*49
$GPGGA,055705.50,3633.7282446,N,11909.7271138,E,5,48,0.7,101.381,M,1.450,M,17.500,3863*48
$GPGGA,055706.00,3633.7282443,N,11909.7271257,E,5,48,0.7,101.404,M,1.450,M,18.000,3863*41
$GPGGA,055706.50,3633.7282446,N,11909.7271252,E,5,48,0.7,101.403,M,1.450,M,18.500,3863*46
$GPGGA,055707.00,3633.7282421,N,11909.7271444,E,5,48,0.7,101.423,M,1.450,M,19.000,3863*44
$GPGGA,055707.50,3633.7282431,N,11909.7271433,E,5,48,0.7,101.421,M,1.450,M,19.500,3863*47
$GPGGA,055708.00,3633.7282433,N,11909.7271517,E,5,48,0.7,101.430,M,1.450,M,20.000,3863*47
$GPGGA,055708.50,3633.7282440,N,11909.7271520,E,5,48,0.7,101.428,M,1.450,M,20.500,3863*4E
$GPGGA,055709.00,3633.7282477,N,11909.7271596,E,5,48,0.7,101.451,M,1.450,M,21.000,3863*49
$GPGGA,055709.50,3633.7282484,N,11909.7271602,E,5,48,0.7,101.448,M,1.450,M,21.500,3863*43
$GPGGA,055710.00,3633.7282504,N,11909.7271711,E,5,48,0.7,101.453,M,1.450,M,22.000,3863*48
$GPGGA,055710.50,3633.7282512,N,11909.7271707,E,5,48,0.7,101.454,M,1.450,M,22.500,3863*4F
$GPGGA,055711.00,3633.7282524,N,11909.7271893,E,5,48,0.7,101.476,M,1.450,M,1.000,3863*78

$GPGGA,055711.50,3633.7282527,N,11909.7271879,E,5,48,0.7,101.475,M,1.450,M,1.500,3863*7C

$GPGGA,055712.00,3633.7282585,N,11909.7272077,E,5,48,0.7,101.462,M,1.450,M,1.000,3863*74

$GPGGA,055712.50,3633.7282588,N,11909.7272070,E,5,48,0.7,101.459,M,1.450,M,1.500,3863*76

$GPGGA,055713.00,3633.7282626,N,11909.7272142,E,5,48,0.7,101.452,M,1.450,M,1.000,3863*7B

$GPGGA,055713.50,3633.7282619,N,11909.7272146,E,5,48,0.7,101.452,M,1.450,M,1.500,3863*73

$GPGGA,055714.00,3633.7282629,N,11909.7272246,E,5,48,0.7,101.438,M,1.450,M,1.000,3863*78

$GPGGA,055714.50,3633.7282631,N,11909.7272252,E,5,48,0.7,101.435,M,1.450,M,1.500,3863*79

$GPGGA,055715.00,3633.7282640,N,11909.7272395,E,5,48,0.7,101.428,M,1.450,M,1.000,3863*78

$GPGGA,055715.50,3633.7282626,N,11909.7272397,E,5,48,0.7,101.427,M,1.450,M,1.500,3863*75

$GPGGA,055716.00,3633.7282659,N,11909.7272456,E,5,48,0.7,101.412,M,1.450,M,2.000,3863*71

$GPGGA,055716.50,3633.7282646,N,11909.7272457,E,5,48,0.7,101.408,M,1.450,M,2.500,3863*75

$GPGGA,055717.00,3633.7282642,N,11909.7272592,E,5,48,0.7,101.399,M,1.450,M,1.000,3863*74

$GPGGA,055717.50,3633.7282645,N,11909.7272584,E,5,48,0.7,101.400,M,1.450,M,1.500,3863*73

$GPGGA,055718.00,3633.7282671,N,11909.7272698,E,5,48,0.7,101.391,M,1.450,M,1.000,3863*7A

$GPGGA,055718.50,3633.7282665,N,11909.7272699,E,5,48,0.7,101.388,M,1.450,M,1.500,3863*76

$GPGGA,055719.00,3633.7282685,N,11909.7272811,E,5,48,0.7,101.365,M,1.450,M,1.000,3863*74

$GPGGA,055719.50,3633.7282693,N,11909.7272807,E,5,48,0.7,101.363,M,1.450,M,1.500,3863*72

$GPGGA,055720.00,3633.7282690,N,11909.7272888,E,5,48,0.7,101.345,M,1.450,M,1.000,3863*78

$GPGGA,055720.50,3633.7282694,N,11909.7272887,E,5,48,0.7,101.341,M,1.450,M,1.500,3863*77

$GPGGA,055721.00,3633.7282709,N,11909.7272992,E,5,48,0.7,101.336,M,1.450,M,1.000,3863*76

$GPGGA,055721.50,3633.7282709,N,11909.7272992,E,5,48,0.7,101.338,M,1.450,M,1.500,3863*78

$GPGGA,055722.00,3633.7282724,N,11909.7273110,E,5,48,0.7,101.332,M,1.450,M,1.000,3863*7D

$GPGGA,055722.50,3633.7282720,N,11909.7273109,E,5,48,0.7,101.328,M,1.450,M,1.500,3863*7A

$GPGGA,055723.00,3633.7282723,N,11909.7273214,E,5,48,0.7,101.311,M,1.450,M,1.000,3863*7D

$GPGGA,055723.50,3633.7282734,N,11909.7273220,E,5,48,0.7,101.308,M,1.450,M,1.500,3863*74

$GPGGA,055724.00,3633.7282731,N,11909.7273303,E,5,48,0.7,101.291,M,1.450,M,1.000,3863*77

$GPGGA,055724.50,3633.7282738,N,11909.7273307,E,5,48,0.7,101.293,M,1.450,M,1.500,3863*78

$GPGGA,055725.00,3633.7282750,N,11909.7273424,E,5,48,0.7,101.278,M,1.450,M,1.000,3863*74

$GPGGA,055725.50,3633.7282745,N,11909.7273419,E,5,48,0.7,101.279,M,1.450,M,0.500,3863*7E

$GPGGA,055726.00,3633.7282745,N,11909.7273509,E,5,48,0.7,101.258,M,1.450,M,1.000,3863*7F

$GPGGA,055726.50,3633.7282740,N,11909.7273512,E,5,48,0.7,101.256,M,1.450,M,1.500,3863*7E

$GPGGA,055727.00,3633.7282764,N,11909.7273552,E,5,48,0.7,101.244,M,1.450,M,1.000,3863*7E

$GPGGA,055727.50,3633.7282767,N,11909.7273546,E,5,48,0.7,101.244,M,1.450,M,1.500,3863*78

$GPGGA,055728.00,3633.7282793,N,11909.7273646,E,5,48,0.7,101.235,M,1.450,M,1.000,3863*79

$GPGGA,055728.50,3633.7282791,N,11909.7273644,E,5,48,0.7,101.235,M,1.450,M,1.500,3863*79

$GPGGA,055729.00,3633.7282793,N,11909.7273669,E,5,48,0.7,101.223,M,1.450,M,1.000,3863*72

$GPGGA,055729.50,3633.7282791,N,11909.7273678,E,5,48,0.7,101.223,M,1.450,M,1.500,3863*70

$GPGGA,055730.00,3633.7282806,N,11909.7273764,E,5,48,0.7,101.209,M,1.450,M,1.000,3863*7D

$GPGGA,055730.50,3633.7282812,N,11909.7273761,E,5,48,0.7,101.201,M,1.450,M,1.500,3863*75

$GPGGA,055731.00,3633.7282843,N,11909.7273795,E,5,48,0.7,101.192,M,1.450,M,1.000,3863*72

$GPGGA,055731.50,3633.7282847,N,11909.7273791,E,5,48,0.7,101.190,M,1.450,M,1.500,3863*70

$GPGGA,055732.00,3633.7282862,N,11909.7273888,E,5,48,0.7,101.171,M,1.450,M,1.000,3863*7C

$GPGGA,055732.50,3633.7282854,N,11909.7273895,E,5,48,0.7,101.171,M,1.450,M,1.500,3863*75

$GPGGA,055733.00,3633.7282855,N,11909.7273989,E,5,48,0.7,101.156,M,1.450,M,1.000,3863*7C

$GPGGA,055733.50,3633.7282863,N,11909.7273979,E,5,47,0.7,101.152,M,1.450,M,1.500,3863*7D

$GPGGA,055734.00,3633.7282859,N,11909.7274029,E,5,47,0.7,101.145,M,1.450,M,1.000,3863*7E

$GPGGA,055734.50,3633.7282859,N,11909.7274037,E,5,47,0.7,101.147,M,1.450,M,1.500,3863*73

$GPGGA,055735.00,3633.7282897,N,11909.7274084,E,5,47,0.7,101.130,M,1.450,M,1.000,3863*78

$GPGGA,055735.50,3633.7282893,N,11909.7274088,E,5,48,0.7,101.133,M,1.450,M,0.500,3863*7D

$GPGGA,055736.00,3633.7282932,N,11909.7274162,E,5,48,0.7,101.118,M,1.450,M,1.000,3863*79

$GPGGA,055736.50,3633.7282927,N,11909.7274169,E,5,48,0.7,101.114,M,1.450,M,1.500,3863*7A

